node_id,type,layer,cabinet,slot,order,display_name,remarks
device:PART_88,device,part,CAB-PART,SLOT-PART,88,PART_88,generated sample device
board:PART_88/PART_BOARD,board,part,CAB-PART,SLOT-PART,88,PART_BOARD,generated sample board
port:PART_88/PART_BOARD/P88,port,part,CAB-PART,SLOT-PART,88,P88,generated sample port
route:TRAY_39,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_39,generated sample route-node
device:PART_36,device,part,CAB-PART,SLOT-PART,36,PART_36,generated sample device
board:PART_36/PART_BOARD,board,part,CAB-PART,SLOT-PART,36,PART_BOARD,generated sample board
port:PART_36/PART_BOARD/P36,port,part,CAB-PART,SLOT-PART,36,P36,generated sample port
device:BRK_95,device,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,95,BRK_95,generated sample device
board:BRK_95/BREAKOUT_BOARD,board,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,95,BREAKOUT_BOARD,generated sample board
port:BRK_95/BREAKOUT_BOARD/P95,port,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,95,P95,generated sample port
route:TRAY_40,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_40,generated sample route-node
device:BRK_37,device,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,37,BRK_37,generated sample device
board:BRK_37/BREAKOUT_BOARD,board,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,37,BREAKOUT_BOARD,generated sample board
port:BRK_37/BREAKOUT_BOARD/P37,port,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,37,P37,generated sample port
device:IFACE_102,device,interface,CAB-INTERFACE,SLOT-INTERFACE,102,IFACE_102,generated sample device
board:IFACE_102/INTERFACE_BOARD,board,interface,CAB-INTERFACE,SLOT-INTERFACE,102,INTERFACE_BOARD,generated sample board
port:IFACE_102/INTERFACE_BOARD/P102,port,interface,CAB-INTERFACE,SLOT-INTERFACE,102,P102,generated sample port
route:TRAY_41,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_41,generated sample route-node
device:IFACE_38,device,interface,CAB-INTERFACE,SLOT-INTERFACE,38,IFACE_38,generated sample device
board:IFACE_38/INTERFACE_BOARD,board,interface,CAB-INTERFACE,SLOT-INTERFACE,38,INTERFACE_BOARD,generated sample board
port:IFACE_38/INTERFACE_BOARD/P38,port,interface,CAB-INTERFACE,SLOT-INTERFACE,38,P38,generated sample port
device:CTRL_109,device,control,CAB-CONTROL,SLOT-CONTROL,109,CTRL_109,generated sample device
board:CTRL_109/CONTROL_BOARD,board,control,CAB-CONTROL,SLOT-CONTROL,109,CONTROL_BOARD,generated sample board
port:CTRL_109/CONTROL_BOARD/P109,port,control,CAB-CONTROL,SLOT-CONTROL,109,P109,generated sample port
route:TRAY_42,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_42,generated sample route-node
device:CTRL_39,device,control,CAB-CONTROL,SLOT-CONTROL,39,CTRL_39,generated sample device
board:CTRL_39/CONTROL_BOARD,board,control,CAB-CONTROL,SLOT-CONTROL,39,CONTROL_BOARD,generated sample board
port:CTRL_39/CONTROL_BOARD/P39,port,control,CAB-CONTROL,SLOT-CONTROL,39,P39,generated sample port
device:SW_116,device,switch,CAB-SWITCH,SLOT-SWITCH,116,SW_116,generated sample device
board:SW_116/SWITCH_CARD,board,switch,CAB-SWITCH,SLOT-SWITCH,116,SWITCH_CARD,generated sample board
port:SW_116/SWITCH_CARD/P116,port,switch,CAB-SWITCH,SLOT-SWITCH,116,P116,generated sample port
route:TRAY_43,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_43,generated sample route-node
device:SW_40,device,switch,CAB-SWITCH,SLOT-SWITCH,40,SW_40,generated sample device
board:SW_40/SWITCH_CARD,board,switch,CAB-SWITCH,SLOT-SWITCH,40,SWITCH_CARD,generated sample board
port:SW_40/SWITCH_CARD/P40,port,switch,CAB-SWITCH,SLOT-SWITCH,40,P40,generated sample port
device:IPC_123,device,ipc,CAB-IPC,SLOT-IPC,123,IPC_123,generated sample device
board:IPC_123/IPC_IO,board,ipc,CAB-IPC,SLOT-IPC,123,IPC_IO,generated sample board
port:IPC_123/IPC_IO/P123,port,ipc,CAB-IPC,SLOT-IPC,123,P123,generated sample port
route:TRAY_44,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_44,generated sample route-node
device:IPC_41,device,ipc,CAB-IPC,SLOT-IPC,41,IPC_41,generated sample device
board:IPC_41/IPC_IO,board,ipc,CAB-IPC,SLOT-IPC,41,IPC_IO,generated sample board
port:IPC_41/IPC_IO/P41,port,ipc,CAB-IPC,SLOT-IPC,41,P41,generated sample port
device:PART_130,device,part,CAB-PART,SLOT-PART,130,PART_130,generated sample device
board:PART_130/PART_BOARD,board,part,CAB-PART,SLOT-PART,130,PART_BOARD,generated sample board
port:PART_130/PART_BOARD/P130,port,part,CAB-PART,SLOT-PART,130,P130,generated sample port
route:TRAY_45,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_45,generated sample route-node
device:PART_42,device,part,CAB-PART,SLOT-PART,42,PART_42,generated sample device
board:PART_42/PART_BOARD,board,part,CAB-PART,SLOT-PART,42,PART_BOARD,generated sample board
port:PART_42/PART_BOARD/P42,port,part,CAB-PART,SLOT-PART,42,P42,generated sample port
device:BRK_137,device,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,137,BRK_137,generated sample device
board:BRK_137/BREAKOUT_BOARD,board,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,137,BREAKOUT_BOARD,generated sample board
port:BRK_137/BREAKOUT_BOARD/P137,port,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,137,P137,generated sample port
route:TRAY_46,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_46,generated sample route-node
device:BRK_43,device,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,43,BRK_43,generated sample device
board:BRK_43/BREAKOUT_BOARD,board,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,43,BREAKOUT_BOARD,generated sample board
port:BRK_43/BREAKOUT_BOARD/P43,port,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,43,P43,generated sample port
device:IFACE_144,device,interface,CAB-INTERFACE,SLOT-INTERFACE,144,IFACE_144,generated sample device
board:IFACE_144/INTERFACE_BOARD,board,interface,CAB-INTERFACE,SLOT-INTERFACE,144,INTERFACE_BOARD,generated sample board
port:IFACE_144/INTERFACE_BOARD/P144,port,interface,CAB-INTERFACE,SLOT-INTERFACE,144,P144,generated sample port
route:TRAY_47,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_47,generated sample route-node
device:IFACE_44,device,interface,CAB-INTERFACE,SLOT-INTERFACE,44,IFACE_44,generated sample device
board:IFACE_44/INTERFACE_BOARD,board,interface,CAB-INTERFACE,SLOT-INTERFACE,44,INTERFACE_BOARD,generated sample board
port:IFACE_44/INTERFACE_BOARD/P44,port,interface,CAB-INTERFACE,SLOT-INTERFACE,44,P44,generated sample port
device:CTRL_151,device,control,CAB-CONTROL,SLOT-CONTROL,151,CTRL_151,generated sample device
board:CTRL_151/CONTROL_BOARD,board,control,CAB-CONTROL,SLOT-CONTROL,151,CONTROL_BOARD,generated sample board
port:CTRL_151/CONTROL_BOARD/P151,port,control,CAB-CONTROL,SLOT-CONTROL,151,P151,generated sample port
route:TRAY_48,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_48,generated sample route-node
device:CTRL_45,device,control,CAB-CONTROL,SLOT-CONTROL,45,CTRL_45,generated sample device
board:CTRL_45/CONTROL_BOARD,board,control,CAB-CONTROL,SLOT-CONTROL,45,CONTROL_BOARD,generated sample board
port:CTRL_45/CONTROL_BOARD/P45,port,control,CAB-CONTROL,SLOT-CONTROL,45,P45,generated sample port
device:SW_158,device,switch,CAB-SWITCH,SLOT-SWITCH,158,SW_158,generated sample device
board:SW_158/SWITCH_CARD,board,switch,CAB-SWITCH,SLOT-SWITCH,158,SWITCH_CARD,generated sample board
port:SW_158/SWITCH_CARD/P158,port,switch,CAB-SWITCH,SLOT-SWITCH,158,P158,generated sample port
route:TRAY_49,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_49,generated sample route-node
device:SW_46,device,switch,CAB-SWITCH,SLOT-SWITCH,46,SW_46,generated sample device
board:SW_46/SWITCH_CARD,board,switch,CAB-SWITCH,SLOT-SWITCH,46,SWITCH_CARD,generated sample board
port:SW_46/SWITCH_CARD/P46,port,switch,CAB-SWITCH,SLOT-SWITCH,46,P46,generated sample port
route:TRAY_50,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_50,generated sample route-node
device:IPC_47,device,ipc,CAB-IPC,SLOT-IPC,47,IPC_47,generated sample device
board:IPC_47/IPC_IO,board,ipc,CAB-IPC,SLOT-IPC,47,IPC_IO,generated sample board
port:IPC_47/IPC_IO/P47,port,ipc,CAB-IPC,SLOT-IPC,47,P47,generated sample port
route:TRAY_51,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_51,generated sample route-node
device:PART_48,device,part,CAB-PART,SLOT-PART,48,PART_48,generated sample device
board:PART_48/PART_BOARD,board,part,CAB-PART,SLOT-PART,48,PART_BOARD,generated sample board
port:PART_48/PART_BOARD/P48,port,part,CAB-PART,SLOT-PART,48,P48,generated sample port
route:TRAY_52,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_52,generated sample route-node
device:BRK_49,device,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,49,BRK_49,generated sample device
board:BRK_49/BREAKOUT_BOARD,board,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,49,BREAKOUT_BOARD,generated sample board
port:BRK_49/BREAKOUT_BOARD/P49,port,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,49,P49,generated sample port
route:TRAY_53,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_53,generated sample route-node
device:IFACE_50,device,interface,CAB-INTERFACE,SLOT-INTERFACE,50,IFACE_50,generated sample device
board:IFACE_50/INTERFACE_BOARD,board,interface,CAB-INTERFACE,SLOT-INTERFACE,50,INTERFACE_BOARD,generated sample board
port:IFACE_50/INTERFACE_BOARD/P50,port,interface,CAB-INTERFACE,SLOT-INTERFACE,50,P50,generated sample port
route:TRAY_54,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_54,generated sample route-node
device:CTRL_51,device,control,CAB-CONTROL,SLOT-CONTROL,51,CTRL_51,generated sample device
board:CTRL_51/CONTROL_BOARD,board,control,CAB-CONTROL,SLOT-CONTROL,51,CONTROL_BOARD,generated sample board
port:CTRL_51/CONTROL_BOARD/P51,port,control,CAB-CONTROL,SLOT-CONTROL,51,P51,generated sample port
route:TRAY_55,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_55,generated sample route-node
device:SW_52,device,switch,CAB-SWITCH,SLOT-SWITCH,52,SW_52,generated sample device
board:SW_52/SWITCH_CARD,board,switch,CAB-SWITCH,SLOT-SWITCH,52,SWITCH_CARD,generated sample board
port:SW_52/SWITCH_CARD/P52,port,switch,CAB-SWITCH,SLOT-SWITCH,52,P52,generated sample port
route:TRAY_56,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_56,generated sample route-node
device:IPC_53,device,ipc,CAB-IPC,SLOT-IPC,53,IPC_53,generated sample device
board:IPC_53/IPC_IO,board,ipc,CAB-IPC,SLOT-IPC,53,IPC_IO,generated sample board
port:IPC_53/IPC_IO/P53,port,ipc,CAB-IPC,SLOT-IPC,53,P53,generated sample port
device:PART_54,device,part,CAB-PART,SLOT-PART,54,PART_54,generated sample device
board:PART_54/PART_BOARD,board,part,CAB-PART,SLOT-PART,54,PART_BOARD,generated sample board
port:PART_54/PART_BOARD/P54,port,part,CAB-PART,SLOT-PART,54,P54,generated sample port
route:TRAY_57,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_57,generated sample route-node
device:BRK_61,device,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,61,BRK_61,generated sample device
board:BRK_61/BREAKOUT_BOARD,board,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,61,BREAKOUT_BOARD,generated sample board
port:BRK_61/BREAKOUT_BOARD/P61,port,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,61,P61,generated sample port
route:TRAY_58,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_58,generated sample route-node
device:BRK_55,device,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,55,BRK_55,generated sample device
board:BRK_55/BREAKOUT_BOARD,board,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,55,BREAKOUT_BOARD,generated sample board
port:BRK_55/BREAKOUT_BOARD/P55,port,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,55,P55,generated sample port
device:IFACE_68,device,interface,CAB-INTERFACE,SLOT-INTERFACE,68,IFACE_68,generated sample device
board:IFACE_68/INTERFACE_BOARD,board,interface,CAB-INTERFACE,SLOT-INTERFACE,68,INTERFACE_BOARD,generated sample board
port:IFACE_68/INTERFACE_BOARD/P68,port,interface,CAB-INTERFACE,SLOT-INTERFACE,68,P68,generated sample port
route:TRAY_59,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_59,generated sample route-node
device:IFACE_56,device,interface,CAB-INTERFACE,SLOT-INTERFACE,56,IFACE_56,generated sample device
board:IFACE_56/INTERFACE_BOARD,board,interface,CAB-INTERFACE,SLOT-INTERFACE,56,INTERFACE_BOARD,generated sample board
port:IFACE_56/INTERFACE_BOARD/P56,port,interface,CAB-INTERFACE,SLOT-INTERFACE,56,P56,generated sample port
device:CTRL_75,device,control,CAB-CONTROL,SLOT-CONTROL,75,CTRL_75,generated sample device
board:CTRL_75/CONTROL_BOARD,board,control,CAB-CONTROL,SLOT-CONTROL,75,CONTROL_BOARD,generated sample board
port:CTRL_75/CONTROL_BOARD/P75,port,control,CAB-CONTROL,SLOT-CONTROL,75,P75,generated sample port
route:TRAY_60,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_60,generated sample route-node
device:CTRL_57,device,control,CAB-CONTROL,SLOT-CONTROL,57,CTRL_57,generated sample device
board:CTRL_57/CONTROL_BOARD,board,control,CAB-CONTROL,SLOT-CONTROL,57,CONTROL_BOARD,generated sample board
port:CTRL_57/CONTROL_BOARD/P57,port,control,CAB-CONTROL,SLOT-CONTROL,57,P57,generated sample port
device:SW_82,device,switch,CAB-SWITCH,SLOT-SWITCH,82,SW_82,generated sample device
board:SW_82/SWITCH_CARD,board,switch,CAB-SWITCH,SLOT-SWITCH,82,SWITCH_CARD,generated sample board
port:SW_82/SWITCH_CARD/P82,port,switch,CAB-SWITCH,SLOT-SWITCH,82,P82,generated sample port
route:TRAY_61,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_61,generated sample route-node
device:SW_58,device,switch,CAB-SWITCH,SLOT-SWITCH,58,SW_58,generated sample device
board:SW_58/SWITCH_CARD,board,switch,CAB-SWITCH,SLOT-SWITCH,58,SWITCH_CARD,generated sample board
port:SW_58/SWITCH_CARD/P58,port,switch,CAB-SWITCH,SLOT-SWITCH,58,P58,generated sample port
device:IPC_89,device,ipc,CAB-IPC,SLOT-IPC,89,IPC_89,generated sample device
board:IPC_89/IPC_IO,board,ipc,CAB-IPC,SLOT-IPC,89,IPC_IO,generated sample board
port:IPC_89/IPC_IO/P89,port,ipc,CAB-IPC,SLOT-IPC,89,P89,generated sample port
route:TRAY_62,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_62,generated sample route-node
device:IPC_59,device,ipc,CAB-IPC,SLOT-IPC,59,IPC_59,generated sample device
board:IPC_59/IPC_IO,board,ipc,CAB-IPC,SLOT-IPC,59,IPC_IO,generated sample board
port:IPC_59/IPC_IO/P59,port,ipc,CAB-IPC,SLOT-IPC,59,P59,generated sample port
device:PART_96,device,part,CAB-PART,SLOT-PART,96,PART_96,generated sample device
board:PART_96/PART_BOARD,board,part,CAB-PART,SLOT-PART,96,PART_BOARD,generated sample board
port:PART_96/PART_BOARD/P96,port,part,CAB-PART,SLOT-PART,96,P96,generated sample port
route:TRAY_63,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_63,generated sample route-node
device:PART_60,device,part,CAB-PART,SLOT-PART,60,PART_60,generated sample device
board:PART_60/PART_BOARD,board,part,CAB-PART,SLOT-PART,60,PART_BOARD,generated sample board
port:PART_60/PART_BOARD/P60,port,part,CAB-PART,SLOT-PART,60,P60,generated sample port
device:BRK_103,device,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,103,BRK_103,generated sample device
board:BRK_103/BREAKOUT_BOARD,board,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,103,BREAKOUT_BOARD,generated sample board
port:BRK_103/BREAKOUT_BOARD/P103,port,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,103,P103,generated sample port
route:TRAY_64,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_64,generated sample route-node
device:IFACE_110,device,interface,CAB-INTERFACE,SLOT-INTERFACE,110,IFACE_110,generated sample device
board:IFACE_110/INTERFACE_BOARD,board,interface,CAB-INTERFACE,SLOT-INTERFACE,110,INTERFACE_BOARD,generated sample board
port:IFACE_110/INTERFACE_BOARD/P110,port,interface,CAB-INTERFACE,SLOT-INTERFACE,110,P110,generated sample port
route:TRAY_65,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_65,generated sample route-node
device:IFACE_62,device,interface,CAB-INTERFACE,SLOT-INTERFACE,62,IFACE_62,generated sample device
board:IFACE_62/INTERFACE_BOARD,board,interface,CAB-INTERFACE,SLOT-INTERFACE,62,INTERFACE_BOARD,generated sample board
port:IFACE_62/INTERFACE_BOARD/P62,port,interface,CAB-INTERFACE,SLOT-INTERFACE,62,P62,generated sample port
device:CTRL_117,device,control,CAB-CONTROL,SLOT-CONTROL,117,CTRL_117,generated sample device
board:CTRL_117/CONTROL_BOARD,board,control,CAB-CONTROL,SLOT-CONTROL,117,CONTROL_BOARD,generated sample board
port:CTRL_117/CONTROL_BOARD/P117,port,control,CAB-CONTROL,SLOT-CONTROL,117,P117,generated sample port
route:TRAY_66,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_66,generated sample route-node
device:CTRL_63,device,control,CAB-CONTROL,SLOT-CONTROL,63,CTRL_63,generated sample device
board:CTRL_63/CONTROL_BOARD,board,control,CAB-CONTROL,SLOT-CONTROL,63,CONTROL_BOARD,generated sample board
port:CTRL_63/CONTROL_BOARD/P63,port,control,CAB-CONTROL,SLOT-CONTROL,63,P63,generated sample port
device:SW_124,device,switch,CAB-SWITCH,SLOT-SWITCH,124,SW_124,generated sample device
board:SW_124/SWITCH_CARD,board,switch,CAB-SWITCH,SLOT-SWITCH,124,SWITCH_CARD,generated sample board
port:SW_124/SWITCH_CARD/P124,port,switch,CAB-SWITCH,SLOT-SWITCH,124,P124,generated sample port
route:TRAY_67,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_67,generated sample route-node
device:SW_64,device,switch,CAB-SWITCH,SLOT-SWITCH,64,SW_64,generated sample device
board:SW_64/SWITCH_CARD,board,switch,CAB-SWITCH,SLOT-SWITCH,64,SWITCH_CARD,generated sample board
port:SW_64/SWITCH_CARD/P64,port,switch,CAB-SWITCH,SLOT-SWITCH,64,P64,generated sample port
device:IPC_131,device,ipc,CAB-IPC,SLOT-IPC,131,IPC_131,generated sample device
board:IPC_131/IPC_IO,board,ipc,CAB-IPC,SLOT-IPC,131,IPC_IO,generated sample board
port:IPC_131/IPC_IO/P131,port,ipc,CAB-IPC,SLOT-IPC,131,P131,generated sample port
route:TRAY_68,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_68,generated sample route-node
device:IPC_65,device,ipc,CAB-IPC,SLOT-IPC,65,IPC_65,generated sample device
board:IPC_65/IPC_IO,board,ipc,CAB-IPC,SLOT-IPC,65,IPC_IO,generated sample board
port:IPC_65/IPC_IO/P65,port,ipc,CAB-IPC,SLOT-IPC,65,P65,generated sample port
device:PART_138,device,part,CAB-PART,SLOT-PART,138,PART_138,generated sample device
board:PART_138/PART_BOARD,board,part,CAB-PART,SLOT-PART,138,PART_BOARD,generated sample board
port:PART_138/PART_BOARD/P138,port,part,CAB-PART,SLOT-PART,138,P138,generated sample port
route:TRAY_69,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_69,generated sample route-node
device:PART_66,device,part,CAB-PART,SLOT-PART,66,PART_66,generated sample device
board:PART_66/PART_BOARD,board,part,CAB-PART,SLOT-PART,66,PART_BOARD,generated sample board
port:PART_66/PART_BOARD/P66,port,part,CAB-PART,SLOT-PART,66,P66,generated sample port
device:BRK_145,device,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,145,BRK_145,generated sample device
board:BRK_145/BREAKOUT_BOARD,board,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,145,BREAKOUT_BOARD,generated sample board
port:BRK_145/BREAKOUT_BOARD/P145,port,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,145,P145,generated sample port
route:TRAY_70,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_70,generated sample route-node
device:BRK_67,device,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,67,BRK_67,generated sample device
board:BRK_67/BREAKOUT_BOARD,board,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,67,BREAKOUT_BOARD,generated sample board
port:BRK_67/BREAKOUT_BOARD/P67,port,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,67,P67,generated sample port
device:IFACE_152,device,interface,CAB-INTERFACE,SLOT-INTERFACE,152,IFACE_152,generated sample device
board:IFACE_152/INTERFACE_BOARD,board,interface,CAB-INTERFACE,SLOT-INTERFACE,152,INTERFACE_BOARD,generated sample board
port:IFACE_152/INTERFACE_BOARD/P152,port,interface,CAB-INTERFACE,SLOT-INTERFACE,152,P152,generated sample port
route:TRAY_71,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_71,generated sample route-node
device:CTRL_159,device,control,CAB-CONTROL,SLOT-CONTROL,159,CTRL_159,generated sample device
board:CTRL_159/CONTROL_BOARD,board,control,CAB-CONTROL,SLOT-CONTROL,159,CONTROL_BOARD,generated sample board
port:CTRL_159/CONTROL_BOARD/P159,port,control,CAB-CONTROL,SLOT-CONTROL,159,P159,generated sample port
route:TRAY_72,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_72,generated sample route-node
device:CTRL_69,device,control,CAB-CONTROL,SLOT-CONTROL,69,CTRL_69,generated sample device
board:CTRL_69/CONTROL_BOARD,board,control,CAB-CONTROL,SLOT-CONTROL,69,CONTROL_BOARD,generated sample board
port:CTRL_69/CONTROL_BOARD/P69,port,control,CAB-CONTROL,SLOT-CONTROL,69,P69,generated sample port
device:SW_6,device,switch,CAB-SWITCH,SLOT-SWITCH,6,SW_6,generated sample device
board:SW_6/SWITCH_CARD,board,switch,CAB-SWITCH,SLOT-SWITCH,6,SWITCH_CARD,generated sample board
port:SW_6/SWITCH_CARD/P6,port,switch,CAB-SWITCH,SLOT-SWITCH,6,P6,generated sample port
route:TRAY_73,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_73,generated sample route-node
device:SW_70,device,switch,CAB-SWITCH,SLOT-SWITCH,70,SW_70,generated sample device
board:SW_70/SWITCH_CARD,board,switch,CAB-SWITCH,SLOT-SWITCH,70,SWITCH_CARD,generated sample board
port:SW_70/SWITCH_CARD/P70,port,switch,CAB-SWITCH,SLOT-SWITCH,70,P70,generated sample port
device:IPC_13,device,ipc,CAB-IPC,SLOT-IPC,13,IPC_13,generated sample device
board:IPC_13/IPC_IO,board,ipc,CAB-IPC,SLOT-IPC,13,IPC_IO,generated sample board
port:IPC_13/IPC_IO/P13,port,ipc,CAB-IPC,SLOT-IPC,13,P13,generated sample port
route:TRAY_74,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_74,generated sample route-node
device:IPC_71,device,ipc,CAB-IPC,SLOT-IPC,71,IPC_71,generated sample device
board:IPC_71/IPC_IO,board,ipc,CAB-IPC,SLOT-IPC,71,IPC_IO,generated sample board
port:IPC_71/IPC_IO/P71,port,ipc,CAB-IPC,SLOT-IPC,71,P71,generated sample port
device:PART_20,device,part,CAB-PART,SLOT-PART,20,PART_20,generated sample device
board:PART_20/PART_BOARD,board,part,CAB-PART,SLOT-PART,20,PART_BOARD,generated sample board
port:PART_20/PART_BOARD/P20,port,part,CAB-PART,SLOT-PART,20,P20,generated sample port
route:TRAY_75,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_75,generated sample route-node
device:PART_72,device,part,CAB-PART,SLOT-PART,72,PART_72,generated sample device
board:PART_72/PART_BOARD,board,part,CAB-PART,SLOT-PART,72,PART_BOARD,generated sample board
port:PART_72/PART_BOARD/P72,port,part,CAB-PART,SLOT-PART,72,P72,generated sample port
device:BRK_27,device,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,27,BRK_27,generated sample device
board:BRK_27/BREAKOUT_BOARD,board,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,27,BREAKOUT_BOARD,generated sample board
port:BRK_27/BREAKOUT_BOARD/P27,port,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,27,P27,generated sample port
route:TRAY_76,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_76,generated sample route-node
device:BRK_73,device,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,73,BRK_73,generated sample device
board:BRK_73/BREAKOUT_BOARD,board,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,73,BREAKOUT_BOARD,generated sample board
port:BRK_73/BREAKOUT_BOARD/P73,port,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,73,P73,generated sample port
device:IFACE_34,device,interface,CAB-INTERFACE,SLOT-INTERFACE,34,IFACE_34,generated sample device
board:IFACE_34/INTERFACE_BOARD,board,interface,CAB-INTERFACE,SLOT-INTERFACE,34,INTERFACE_BOARD,generated sample board
port:IFACE_34/INTERFACE_BOARD/P34,port,interface,CAB-INTERFACE,SLOT-INTERFACE,34,P34,generated sample port
route:TRAY_77,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_77,generated sample route-node
device:IFACE_74,device,interface,CAB-INTERFACE,SLOT-INTERFACE,74,IFACE_74,generated sample device
board:IFACE_74/INTERFACE_BOARD,board,interface,CAB-INTERFACE,SLOT-INTERFACE,74,INTERFACE_BOARD,generated sample board
port:IFACE_74/INTERFACE_BOARD/P74,port,interface,CAB-INTERFACE,SLOT-INTERFACE,74,P74,generated sample port
device:CTRL_41,device,control,CAB-CONTROL,SLOT-CONTROL,41,CTRL_41,generated sample device
board:CTRL_41/CONTROL_BOARD,board,control,CAB-CONTROL,SLOT-CONTROL,41,CONTROL_BOARD,generated sample board
port:CTRL_41/CONTROL_BOARD/P41,port,control,CAB-CONTROL,SLOT-CONTROL,41,P41,generated sample port
route:TRAY_78,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_78,generated sample route-node
device:SW_48,device,switch,CAB-SWITCH,SLOT-SWITCH,48,SW_48,generated sample device
board:SW_48/SWITCH_CARD,board,switch,CAB-SWITCH,SLOT-SWITCH,48,SWITCH_CARD,generated sample board
port:SW_48/SWITCH_CARD/P48,port,switch,CAB-SWITCH,SLOT-SWITCH,48,P48,generated sample port
route:TRAY_79,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_79,generated sample route-node
device:SW_76,device,switch,CAB-SWITCH,SLOT-SWITCH,76,SW_76,generated sample device
board:SW_76/SWITCH_CARD,board,switch,CAB-SWITCH,SLOT-SWITCH,76,SWITCH_CARD,generated sample board
